
Rate modification view 1:

			Reaction			 Modification Factor 
p45 -> n + n + s43 + electron + anti-neutrino_e          1.0000e+00
p45 -> n + s44 + electron + anti-neutrino_e              1.0000e+00
p46 -> n + n + n + s43 + electron + anti-neutrino_e      1.0000e+00
p46 -> n + n + s44 + electron + anti-neutrino_e          1.0000e+00
p46 -> n + s45 + electron + anti-neutrino_e              1.0000e+00
p47 -> n + n + n + s44 + electron + anti-neutrino_e      1.0000e+00
p47 -> n + n + s45 + electron + anti-neutrino_e          1.0000e+00
p47 -> n + s46 + electron + anti-neutrino_e              1.0000e+00
p48 -> n + n + n + s45 + electron + anti-neutrino_e      1.0000e+00
p48 -> n + n + s46 + electron + anti-neutrino_e          1.0000e+00
p49 -> n + n + n + s46 + electron + anti-neutrino_e      1.0000e+00
p49 -> n + n + s47 + electron + anti-neutrino_e          1.0000e+00
p49 -> n + s48 + electron + anti-neutrino_e              1.0000e+00
p50 -> n + s49 + electron + anti-neutrino_e              1.0000e+00
p51 -> n + n + s49 + electron + anti-neutrino_e          1.0000e+00
p51 -> n + s50 + electron + anti-neutrino_e              1.0000e+00
p52 -> n + s51 + electron + anti-neutrino_e              1.0000e+00
p53 -> n + n + s51 + electron + anti-neutrino_e          1.0000e+00
p54 -> n + s53 + electron + anti-neutrino_e              1.0000e+00
p55 -> n + n + s53 + electron + anti-neutrino_e          1.0000e+00
p56 -> n + s55 + electron + anti-neutrino_e              1.0000e+00
p57 -> n + n + s55 + electron + anti-neutrino_e          1.0000e+00
s41 -> n + cl40 + electron + anti-neutrino_e             1.0000e+00
s42 -> n + cl41 + electron + anti-neutrino_e             1.0000e+00
s43 -> n + cl42 + electron + anti-neutrino_e             1.0000e+00
s44 -> n + cl43 + electron + anti-neutrino_e             1.0000e+00
s45 -> n + cl44 + electron + anti-neutrino_e             1.0000e+00
s45 -> n + n + cl43 + electron + anti-neutrino_e         1.0000e+00
s46 -> n + cl45 + electron + anti-neutrino_e             1.0000e+00
s46 -> n + n + cl44 + electron + anti-neutrino_e         1.0000e+00
s47 -> n + cl46 + electron + anti-neutrino_e             1.0000e+00
s47 -> n + n + cl45 + electron + anti-neutrino_e         1.0000e+00
s47 -> n + n + n + cl44 + electron + anti-neutrino_e     1.0000e+00
s48 -> n + cl47 + electron + anti-neutrino_e             1.0000e+00
s48 -> n + n + cl46 + electron + anti-neutrino_e         1.0000e+00
s48 -> n + n + n + cl45 + electron + anti-neutrino_e     1.0000e+00
s49 -> n + cl48 + electron + anti-neutrino_e             1.0000e+00
s49 -> n + n + cl47 + electron + anti-neutrino_e         1.0000e+00
s49 -> n + n + n + cl46 + electron + anti-neutrino_e     1.0000e+00
s50 -> n + cl49 + electron + anti-neutrino_e             1.0000e+00
s50 -> n + n + cl48 + electron + anti-neutrino_e         1.0000e+00
s50 -> n + n + n + cl47 + electron + anti-neutrino_e     1.0000e+00
s51 -> n + cl50 + electron + anti-neutrino_e             1.0000e+00
s51 -> n + n + cl49 + electron + anti-neutrino_e         1.0000e+00
s51 -> n + n + n + cl48 + electron + anti-neutrino_e     1.0000e+00
s52 -> n + cl51 + electron + anti-neutrino_e             1.0000e+00
s52 -> n + n + cl50 + electron + anti-neutrino_e         1.0000e+00
s52 -> n + n + n + cl49 + electron + anti-neutrino_e     1.0000e+00
s53 -> n + cl52 + electron + anti-neutrino_e             1.0000e+00
s54 -> n + cl53 + electron + anti-neutrino_e             1.0000e+00
s54 -> n + n + cl52 + electron + anti-neutrino_e         1.0000e+00
s55 -> n + cl54 + electron + anti-neutrino_e             1.0000e+00
s56 -> n + cl55 + electron + anti-neutrino_e             1.0000e+00
s56 -> n + n + cl54 + electron + anti-neutrino_e         1.0000e+00
s57 -> n + cl56 + electron + anti-neutrino_e             1.0000e+00
s58 -> n + cl57 + electron + anti-neutrino_e             1.0000e+00
s58 -> n + n + cl56 + electron + anti-neutrino_e         1.0000e+00
s59 -> n + cl58 + electron + anti-neutrino_e             1.0000e+00
s59 -> n + n + cl57 + electron + anti-neutrino_e         1.0000e+00
s59 -> n + n + n + cl56 + electron + anti-neutrino_e     1.0000e+00
s60 -> n + n + cl58 + electron + anti-neutrino_e         1.0000e+00
s60 -> n + n + n + cl57 + electron + anti-neutrino_e     1.0000e+00
sc52 -> n + ti51 + electron + anti-neutrino_e            1.0000e+00
sc53 -> n + ti52 + electron + anti-neutrino_e            1.0000e+00
sc54 -> n + ti53 + electron + anti-neutrino_e            1.0000e+00
sc55 -> n + n + ti53 + electron + anti-neutrino_e        1.0000e+00
sc55 -> n + ti54 + electron + anti-neutrino_e            1.0000e+00
sc56 -> n + n + ti54 + electron + anti-neutrino_e        1.0000e+00
sc56 -> n + ti55 + electron + anti-neutrino_e            1.0000e+00
sc57 -> n + n + n + ti54 + electron + anti-neutrino_e    1.0000e+00
sc57 -> n + n + ti55 + electron + anti-neutrino_e        1.0000e+00
sc57 -> n + ti56 + electron + anti-neutrino_e            1.0000e+00
sc58 -> n + n + n + ti55 + electron + anti-neutrino_e    1.0000e+00
sc58 -> n + n + ti56 + electron + anti-neutrino_e        1.0000e+00
sc58 -> n + ti57 + electron + anti-neutrino_e            1.0000e+00
sc59 -> n + n + n + ti56 + electron + anti-neutrino_e    1.0000e+00
sc59 -> n + n + ti57 + electron + anti-neutrino_e        1.0000e+00
sc59 -> n + ti58 + electron + anti-neutrino_e            1.0000e+00
sc60 -> n + n + n + ti57 + electron + anti-neutrino_e    1.0000e+00
sc60 -> n + n + ti58 + electron + anti-neutrino_e        1.0000e+00
sc60 -> n + ti59 + electron + anti-neutrino_e            1.0000e+00
sc61 -> n + n + n + ti58 + electron + anti-neutrino_e    1.0000e+00
sc61 -> n + n + ti59 + electron + anti-neutrino_e        1.0000e+00
sc61 -> n + ti60 + electron + anti-neutrino_e            1.0000e+00
sc62 -> n + n + n + ti59 + electron + anti-neutrino_e    1.0000e+00
sc62 -> n + n + ti60 + electron + anti-neutrino_e        1.0000e+00
sc62 -> n + ti61 + electron + anti-neutrino_e            1.0000e+00
sc63 -> n + n + n + ti60 + electron + anti-neutrino_e    1.0000e+00
sc63 -> n + n + ti61 + electron + anti-neutrino_e        1.0000e+00
sc63 -> n + ti62 + electron + anti-neutrino_e            1.0000e+00
sc64 -> n + n + n + ti61 + electron + anti-neutrino_e    1.0000e+00
sc64 -> n + n + ti62 + electron + anti-neutrino_e        1.0000e+00
sc64 -> n + ti63 + electron + anti-neutrino_e            1.0000e+00
sc65 -> n + n + n + ti62 + electron + anti-neutrino_e    1.0000e+00
sc65 -> n + n + ti63 + electron + anti-neutrino_e        1.0000e+00
sc65 -> n + ti64 + electron + anti-neutrino_e            1.0000e+00
sc66 -> n + n + n + ti63 + electron + anti-neutrino_e    1.0000e+00
sc66 -> n + n + ti64 + electron + anti-neutrino_e        1.0000e+00
sc66 -> n + ti65 + electron + anti-neutrino_e            1.0000e+00
sc67 -> n + n + n + ti64 + electron + anti-neutrino_e    1.0000e+00
sc67 -> n + n + ti65 + electron + anti-neutrino_e        1.0000e+00
sc67 -> n + ti66 + electron + anti-neutrino_e            1.0000e+00
sc68 -> n + n + n + ti65 + electron + anti-neutrino_e    1.0000e+00
sc68 -> n + n + ti66 + electron + anti-neutrino_e        1.0000e+00
sc68 -> n + ti67 + electron + anti-neutrino_e            1.0000e+00
sc69 -> n + n + n + ti66 + electron + anti-neutrino_e    1.0000e+00
sc69 -> n + n + ti67 + electron + anti-neutrino_e        1.0000e+00
sc69 -> n + ti68 + electron + anti-neutrino_e            1.0000e+00
sc70 -> n + n + n + ti67 + electron + anti-neutrino_e    1.0000e+00
sc70 -> n + n + ti68 + electron + anti-neutrino_e        1.0000e+00
sc71 -> n + n + n + ti68 + electron + anti-neutrino_e    1.0000e+00
sc71 -> n + n + ti69 + electron + anti-neutrino_e        1.0000e+00
sc71 -> n + ti70 + electron + anti-neutrino_e            1.0000e+00
sc72 -> n + ti71 + electron + anti-neutrino_e            1.0000e+00
sc73 -> n + n + ti71 + electron + anti-neutrino_e        1.0000e+00
sc73 -> n + ti72 + electron + anti-neutrino_e            1.0000e+00
sc74 -> n + ti73 + electron + anti-neutrino_e            1.0000e+00
sc75 -> n + n + ti73 + electron + anti-neutrino_e        1.0000e+00
sc76 -> n + ti75 + electron + anti-neutrino_e            1.0000e+00
se100 -> n + br99 + electron + anti-neutrino_e           1.0000e+00
se100 -> n + n + br98 + electron + anti-neutrino_e       1.0000e+00
se100 -> n + n + n + br97 + electron + anti-neutrino_e   1.0000e+00
se101 -> n + br100 + electron + anti-neutrino_e          1.0000e+00
se101 -> n + n + br99 + electron + anti-neutrino_e       1.0000e+00
se101 -> n + n + n + br98 + electron + anti-neutrino_e   1.0000e+00
se102 -> n + br101 + electron + anti-neutrino_e          1.0000e+00
se102 -> n + n + br100 + electron + anti-neutrino_e      1.0000e+00
se102 -> n + n + n + br99 + electron + anti-neutrino_e   1.0000e+00
se103 -> n + br102 + electron + anti-neutrino_e          1.0000e+00
se103 -> n + n + br101 + electron + anti-neutrino_e      1.0000e+00
se103 -> n + n + n + br100 + electron + anti-neutrino_e  1.0000e+00
se104 -> n + br103 + electron + anti-neutrino_e          1.0000e+00
se104 -> n + n + br102 + electron + anti-neutrino_e      1.0000e+00
se104 -> n + n + n + br101 + electron + anti-neutrino_e  1.0000e+00
se105 -> n + br104 + electron + anti-neutrino_e          1.0000e+00
se105 -> n + n + br103 + electron + anti-neutrino_e      1.0000e+00
se105 -> n + n + n + br102 + electron + anti-neutrino_e  1.0000e+00
se106 -> n + br105 + electron + anti-neutrino_e          1.0000e+00
se106 -> n + n + br104 + electron + anti-neutrino_e      1.0000e+00
se106 -> n + n + n + br103 + electron + anti-neutrino_e  1.0000e+00
se107 -> n + br106 + electron + anti-neutrino_e          1.0000e+00
se107 -> n + n + br105 + electron + anti-neutrino_e      1.0000e+00
se107 -> n + n + n + br104 + electron + anti-neutrino_e  1.0000e+00
se108 -> n + br107 + electron + anti-neutrino_e          1.0000e+00
se108 -> n + n + br106 + electron + anti-neutrino_e      1.0000e+00
se108 -> n + n + n + br105 + electron + anti-neutrino_e  1.0000e+00
se109 -> n + br108 + electron + anti-neutrino_e          1.0000e+00
se109 -> n + n + br107 + electron + anti-neutrino_e      1.0000e+00
se109 -> n + n + n + br106 + electron + anti-neutrino_e  1.0000e+00
se110 -> n + br109 + electron + anti-neutrino_e          1.0000e+00
se110 -> n + n + br108 + electron + anti-neutrino_e      1.0000e+00
se110 -> n + n + n + br107 + electron + anti-neutrino_e  1.0000e+00
se111 -> n + br110 + electron + anti-neutrino_e          1.0000e+00
se112 -> n + br111 + electron + anti-neutrino_e          1.0000e+00
se112 -> n + n + br110 + electron + anti-neutrino_e      1.0000e+00
se113 -> n + br112 + electron + anti-neutrino_e          1.0000e+00
se113 -> n + n + br111 + electron + anti-neutrino_e      1.0000e+00
se113 -> n + n + n + br110 + electron + anti-neutrino_e  1.0000e+00
se114 -> n + br113 + electron + anti-neutrino_e          1.0000e+00
se114 -> n + n + br112 + electron + anti-neutrino_e      1.0000e+00
se114 -> n + n + n + br111 + electron + anti-neutrino_e  1.0000e+00
se115 -> n + br114 + electron + anti-neutrino_e          1.0000e+00
se115 -> n + n + br113 + electron + anti-neutrino_e      1.0000e+00
se115 -> n + n + n + br112 + electron + anti-neutrino_e  1.0000e+00
se116 -> n + br115 + electron + anti-neutrino_e          1.0000e+00
se116 -> n + n + br114 + electron + anti-neutrino_e      1.0000e+00
se116 -> n + n + n + br113 + electron + anti-neutrino_e  1.0000e+00
se117 -> n + br116 + electron + anti-neutrino_e          1.0000e+00
se117 -> n + n + br115 + electron + anti-neutrino_e      1.0000e+00
se117 -> n + n + n + br114 + electron + anti-neutrino_e  1.0000e+00
se118 -> n + n + br116 + electron + anti-neutrino_e      1.0000e+00
se118 -> n + n + n + br115 + electron + anti-neutrino_e  1.0000e+00
se87 -> n + br86 + electron + anti-neutrino_e            1.0000e+00
se88 -> n + br87 + electron + anti-neutrino_e            1.0000e+00
se89 -> n + br88 + electron + anti-neutrino_e            1.0000e+00
se90 -> n + br89 + electron + anti-neutrino_e            1.0000e+00
se91 -> n + br90 + electron + anti-neutrino_e            1.0000e+00
se91 -> n + n + br89 + electron + anti-neutrino_e        1.0000e+00
se92 -> n + br91 + electron + anti-neutrino_e            1.0000e+00
se93 -> n + br92 + electron + anti-neutrino_e            1.0000e+00
se93 -> n + n + br91 + electron + anti-neutrino_e        1.0000e+00
se94 -> n + br93 + electron + anti-neutrino_e            1.0000e+00
se94 -> n + n + br92 + electron + anti-neutrino_e        1.0000e+00
se95 -> n + br94 + electron + anti-neutrino_e            1.0000e+00
se95 -> n + n + br93 + electron + anti-neutrino_e        1.0000e+00
se96 -> n + br95 + electron + anti-neutrino_e            1.0000e+00
se96 -> n + n + br94 + electron + anti-neutrino_e        1.0000e+00
se97 -> n + br96 + electron + anti-neutrino_e            1.0000e+00
se97 -> n + n + br95 + electron + anti-neutrino_e        1.0000e+00
se97 -> n + n + n + br94 + electron + anti-neutrino_e    1.0000e+00
se98 -> n + br97 + electron + anti-neutrino_e            1.0000e+00
se98 -> n + n + br96 + electron + anti-neutrino_e        1.0000e+00
se98 -> n + n + n + br95 + electron + anti-neutrino_e    1.0000e+00
se99 -> n + br98 + electron + anti-neutrino_e            1.0000e+00
se99 -> n + n + br97 + electron + anti-neutrino_e        1.0000e+00
se99 -> n + n + n + br96 + electron + anti-neutrino_e    1.0000e+00
si35 -> n + p34 + electron + anti-neutrino_e             1.0000e+00
si36 -> n + p35 + electron + anti-neutrino_e             1.0000e+00
si37 -> n + n + p35 + electron + anti-neutrino_e         1.0000e+00
si37 -> n + p36 + electron + anti-neutrino_e             1.0000e+00
si38 -> n + n + p36 + electron + anti-neutrino_e         1.0000e+00
si38 -> n + p37 + electron + anti-neutrino_e             1.0000e+00
si39 -> n + n + p37 + electron + anti-neutrino_e         1.0000e+00
si39 -> n + p38 + electron + anti-neutrino_e             1.0000e+00
si40 -> n + n + p38 + electron + anti-neutrino_e         1.0000e+00
si40 -> n + p39 + electron + anti-neutrino_e             1.0000e+00
si41 -> n + n + p39 + electron + anti-neutrino_e         1.0000e+00
si41 -> n + p40 + electron + anti-neutrino_e             1.0000e+00
si42 -> n + n + n + p39 + electron + anti-neutrino_e     1.0000e+00
si42 -> n + n + p40 + electron + anti-neutrino_e         1.0000e+00
si42 -> n + p41 + electron + anti-neutrino_e             1.0000e+00
si43 -> n + n + n + p40 + electron + anti-neutrino_e     1.0000e+00
si43 -> n + n + p41 + electron + anti-neutrino_e         1.0000e+00
si43 -> n + p42 + electron + anti-neutrino_e             1.0000e+00
si44 -> n + n + n + p41 + electron + anti-neutrino_e     1.0000e+00
si44 -> n + n + p42 + electron + anti-neutrino_e         1.0000e+00
si44 -> n + p43 + electron + anti-neutrino_e             1.0000e+00
si45 -> n + p44 + electron + anti-neutrino_e             1.0000e+00
si46 -> n + n + p44 + electron + anti-neutrino_e         1.0000e+00
si46 -> n + p45 + electron + anti-neutrino_e             1.0000e+00
si47 -> n + n + n + p44 + electron + anti-neutrino_e     1.0000e+00
si47 -> n + n + p45 + electron + anti-neutrino_e         1.0000e+00
si47 -> n + p46 + electron + anti-neutrino_e             1.0000e+00
si48 -> n + n + n + p45 + electron + anti-neutrino_e     1.0000e+00
si48 -> n + n + p46 + electron + anti-neutrino_e         1.0000e+00
si48 -> n + p47 + electron + anti-neutrino_e             1.0000e+00
si49 -> n + p48 + electron + anti-neutrino_e             1.0000e+00
si50 -> n + n + p48 + electron + anti-neutrino_e         1.0000e+00
si51 -> n + p50 + electron + anti-neutrino_e             1.0000e+00
si52 -> n + n + p50 + electron + anti-neutrino_e         1.0000e+00
si53 -> n + p52 + electron + anti-neutrino_e             1.0000e+00
si54 -> n + n + p52 + electron + anti-neutrino_e         1.0000e+00
ti56 -> n + v55 + electron + anti-neutrino_e             1.0000e+00
ti57 -> n + v56 + electron + anti-neutrino_e             1.0000e+00
ti58 -> n + v57 + electron + anti-neutrino_e             1.0000e+00
ti59 -> n + n + v57 + electron + anti-neutrino_e         1.0000e+00
ti59 -> n + v58 + electron + anti-neutrino_e             1.0000e+00
ti60 -> n + v59 + electron + anti-neutrino_e             1.0000e+00
ti61 -> n + n + v59 + electron + anti-neutrino_e         1.0000e+00
ti61 -> n + v60 + electron + anti-neutrino_e             1.0000e+00
ti62 -> n + n + v60 + electron + anti-neutrino_e         1.0000e+00
ti62 -> n + v61 + electron + anti-neutrino_e             1.0000e+00
ti63 -> n + n + v61 + electron + anti-neutrino_e         1.0000e+00
ti63 -> n + v62 + electron + anti-neutrino_e             1.0000e+00
ti64 -> n + n + n + v61 + electron + anti-neutrino_e     1.0000e+00
ti64 -> n + n + v62 + electron + anti-neutrino_e         1.0000e+00
ti64 -> n + v63 + electron + anti-neutrino_e             1.0000e+00
ti65 -> n + n + n + v62 + electron + anti-neutrino_e     1.0000e+00
ti65 -> n + n + v63 + electron + anti-neutrino_e         1.0000e+00
ti65 -> n + v64 + electron + anti-neutrino_e             1.0000e+00
ti66 -> n + n + n + v63 + electron + anti-neutrino_e     1.0000e+00
ti66 -> n + n + v64 + electron + anti-neutrino_e         1.0000e+00
ti66 -> n + v65 + electron + anti-neutrino_e             1.0000e+00
ti67 -> n + n + n + v64 + electron + anti-neutrino_e     1.0000e+00
ti67 -> n + n + v65 + electron + anti-neutrino_e         1.0000e+00
ti67 -> n + v66 + electron + anti-neutrino_e             1.0000e+00
ti68 -> n + n + n + v65 + electron + anti-neutrino_e     1.0000e+00
ti68 -> n + n + v66 + electron + anti-neutrino_e         1.0000e+00
ti68 -> n + v67 + electron + anti-neutrino_e             1.0000e+00
ti69 -> n + n + n + v66 + electron + anti-neutrino_e     1.0000e+00
ti69 -> n + n + v67 + electron + anti-neutrino_e         1.0000e+00
